Konsum,Feedin,consumlimit_active,feedinlimit_active,limit_consum,limit_feedin,secondmarket_consum,secondmarket_feedin,Zielfunktionswert,Gesammtkostenenergie,Tarif_consum,Tarif_feedin,Konsumgesammt,feedin_gesammt
2202.67891865079,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2221.69988425926,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2219.28989748677,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2190.57991071429,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2204.76754298942,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2211.11946097884,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2215.49756944444,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2219.52329695767,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2243.45378637566,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2253.12713293651,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2234.5576223545,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2234.18096891534,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2254.87336309524,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2252.98004298942,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2264.37005621693,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2293.17673611111,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2303.94770171958,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2298.3115244709,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2277.83010912698,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2293.27250330688,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2310.74823082011,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2314.34300595238,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2308.30920965608,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2336.78493716931,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2328.38209325397,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2330.3697255291,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2344.56688161376,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2337.74499007936,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2337.40166997355,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
2355.38096891534,0.0,0,0,20000.0,10000000.0,0.0,0.0,7.160940430145708,-45.69161854860491,0.29,0.15,524242.9168213074,0.0
