timestamp,DD,DRR1,E_DD,E_FF,E_PPP,E_TTT,E_Td,FF,FX1,FX3,FX625,FX640,FX655,FXh,FXh25,FXh40,FXh55,N,N05,Neff,Nh,Nl,Nlm,Nm,PEvap,PPPP,PSd00,PSd30,PSd60,R101,R102,R103,R105,R107,R110,R120,R130,R150,R600,R602,R610,R650,RR1c,RR1o1,RR1u1,RR1w1,RR3c,RR6c,RRL1c,RRS1c,RRS3c,RRad1,RRdc,RRhc,RSunD,Rad1h,Rd00,Rd02,Rd10,Rd50,Rh00,Rh02,Rh10,Rh50,SunD,SunD1,SunD3,T5cm,TG,TM,TN,TTT,TX,Td,VV,VV10,W1W2,WPc11,WPc31,WPc61,WPcd1,WPch1,lead_time_sec,ww,ww3,wwC,wwC6,wwCh,wwD,wwD6,wwDh,wwF,wwF6,wwFh,wwL,wwL6,wwLh,wwM,wwM6,wwMd,wwMh,wwP,wwP6,wwPd,wwPh,wwS,wwS6,wwSh,wwT,wwT6,wwTd,wwTh,wwZ,wwZ6,wwZh
2021-07-12 00:00:00,341.0,0.0,60.0,0.5099999904632568,30.0,0.6000000238418579,0.5,1.0299999713897705,2.059999942779541,3.0899999141693115,0.0,0.0,0.0,,,,,33.0,0.0,21.0,30.0,0.0,4.0,4.0,,101470.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,284.45001220703125,,,,286.75,,285.6499938964844,32300.0,1.0,0.0,0.0,0.0,0.0,,,10800.0,0.0,0.0,1.0,1.0,23.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,2.0
2021-07-12 01:00:00,346.0,0.0,71.0,0.5099999904632568,30.0,0.6000000238418579,0.5,1.0299999713897705,2.059999942779541,3.0899999141693115,,,,,,,,38.0,0.0,30.0,31.0,0.0,11.0,11.0,,101430.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,284.1499938964844,,,,286.04998779296875,,285.45001220703125,26900.0,1.0,,0.0,,,,,14400.0,0.0,,0.0,,,1.0,,,0.0,0.0,,1.0,2.0,,3.0,4.0,,,1.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,
2021-07-12 02:00:00,359.0,0.0,79.0,0.5099999904632568,30.0,0.6000000238418579,0.5,1.0299999713897705,2.059999942779541,3.0899999141693115,,,,,,,,37.0,0.0,26.0,29.0,0.0,12.0,12.0,,101370.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,283.6499938964844,,,,285.75,,285.1499938964844,22200.0,1.0,,0.0,,,,,18000.0,0.0,,0.0,,,1.0,,,0.0,0.0,,1.0,1.0,,3.0,8.0,,,1.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,
2021-07-12 03:00:00,10.0,0.0,66.0,0.5099999904632568,30.0,0.5,0.5,1.0299999713897705,2.059999942779541,2.569999933242798,,,,,,,,39.0,0.0,27.0,30.0,0.0,13.0,13.0,,101340.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,283.54998779296875,,,,285.45001220703125,,285.04998779296875,21100.0,1.0,,0.0,0.0,0.0,,,21600.0,0.0,0.0,0.0,1.0,,1.0,2.0,,0.0,0.0,,2.0,2.0,,7.0,11.0,,,2.0,2.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,
2021-07-12 04:00:00,10.0,0.0,79.0,0.5099999904632568,20.0,0.5,0.5,0.5099999904632568,1.5399999618530273,3.0899999141693115,,,,,,,,85.0,0.0,48.0,82.0,0.0,15.0,15.0,,101320.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,0.0,960.0,283.95001220703125,,,,285.8500061035156,,285.1499938964844,29900.0,0.0,,1.0,,,,,3600.0,1.0,,1.0,,,1.0,,,0.0,0.0,,1.0,4.0,,4.0,1.0,,,1.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,
2021-07-12 05:00:00,358.0,0.0,54.0,0.5099999904632568,30.0,0.8999999761581421,0.6000000238418579,1.0299999713897705,2.059999942779541,3.0899999141693115,,,,,,,,78.0,0.0,45.0,69.0,0.0,27.0,27.0,,101280.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,16.0,,,,110.0,,,,,,,,,,720.0,1920.0,286.8500061035156,,,,287.3500061035156,,285.45001220703125,30700.0,0.0,,1.0,,,,,7200.0,1.0,,2.0,,,0.0,,,0.0,0.0,,2.0,4.0,,2.0,2.0,,,2.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,
2021-07-12 06:00:00,329.0,120.0,46.0,0.5099999904632568,30.0,0.8999999761581421,0.5,1.5399999618530273,2.569999933242798,2.569999933242798,0.0,0.0,0.0,3.5999999046325684,0.0,0.0,0.0,78.0,0.0,55.0,67.0,3.0,35.0,33.0,,101240.0,100.0,99.0,50.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,55.0,410.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,30960.0,1380.0,2880.0,289.95001220703125,283.3500061035156,291.8500061035156,285.3500061035156,288.95001220703125,295.8500061035156,286.04998779296875,29900.0,0.0,10.0,1.0,1.0,1.0,,,10800.0,1.0,1.0,3.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,3.0,,3.0,4.0,1.0,,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,3.0
2021-07-12 07:00:00,322.0,240.0,44.0,0.5099999904632568,40.0,0.699999988079071,0.5,1.5399999618530273,2.569999933242798,3.0899999141693115,,,,,,,,74.0,0.0,56.0,56.0,3.0,41.0,39.0,,101190.0,,,,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,35.0,,,,780.0,4.0,4.0,3.0,1.0,,,,,,1800.0,3720.0,292.54998779296875,,,,290.54998779296875,,286.6499938964844,31700.0,0.0,,1.0,,,,,14400.0,1.0,,3.0,,,2.0,,,0.0,0.0,,5.0,10.0,,1.0,3.0,,,5.0,7.0,,,0.0,0.0,,0.0,,,,0.0,,
2021-07-12 08:00:00,300.0,420.0,56.0,0.5099999904632568,40.0,0.800000011920929,0.6000000238418579,1.5399999618530273,3.0899999141693115,3.5999999046325684,,,,,,,,72.0,0.0,60.0,42.0,0.0,51.0,51.0,,101140.0,,,,4.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,38.0,,,,1130.0,,,,,,,,,,1980.0,4560.0,295.04998779296875,,,,291.8500061035156,,287.3500061035156,34100.0,0.0,,2.0,,,,,18000.0,2.0,,2.0,,,8.0,,,0.0,0.0,,10.0,16.0,,0.0,3.0,,,10.0,13.0,,,0.0,0.0,,0.0,,,,0.0,,
2021-07-12 09:00:00,291.0,300.0,51.0,0.5099999904632568,50.0,0.8999999761581421,0.699999988079071,2.059999942779541,3.5999999046325684,4.119999885559082,,,,,,,,74.0,0.0,60.0,48.0,0.0,51.0,51.0,,101110.0,,,,10.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,41.0,,,,1490.0,,,,,,,,,,1860.0,5400.0,296.8500061035156,,,,293.3500061035156,,287.95001220703125,35600.0,0.0,,2.0,2.0,1.0,,,21600.0,2.0,2.0,1.0,7.0,,14.0,15.0,,0.0,0.0,,16.0,21.0,,0.0,4.0,,,16.0,21.0,,,0.0,0.0,,0.0,1.0,,,0.0,1.0,
2021-07-12 10:00:00,331.0,60.0,42.0,0.5099999904632568,30.0,0.5,0.6000000238418579,1.5399999618530273,3.5999999046325684,3.5999999046325684,,,,,,,,83.0,0.0,75.0,53.0,0.0,63.0,63.0,,100970.0,,,,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,44.0,,,,1810.0,,,,,,,,,,1020.0,2460.0,298.3500061035156,,,,293.75,,287.75,65900.0,0.0,,3.0,,,,,3600.0,3.0,,1.0,,,4.0,,,0.0,0.0,,5.0,7.0,,0.0,2.0,,,5.0,6.0,,,0.0,0.0,,1.0,,,,0.0,,
2021-07-12 11:00:00,329.0,120.0,43.0,0.5099999904632568,40.0,0.800000011920929,0.6000000238418579,2.059999942779541,3.5999999046325684,4.119999885559082,,,,,,,,78.0,0.0,65.0,55.0,0.0,52.0,52.0,,100920.0,,,,6.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,48.0,,,,2090.0,,,,,,,,,,1500.0,3900.0,299.54998779296875,,,,295.04998779296875,,288.45001220703125,64700.0,0.0,,2.0,,,,,7200.0,2.0,,2.0,,,6.0,,,0.0,0.0,,8.0,12.0,,0.0,4.0,,,8.0,12.0,,,0.0,0.0,,1.0,,,,0.0,,
2021-07-12 12:00:00,320.0,180.0,38.0,0.5099999904632568,60.0,1.100000023841858,0.699999988079071,2.059999942779541,4.119999885559082,4.119999885559082,1.0,0.0,0.0,,,,,81.0,0.0,70.0,59.0,0.0,54.0,54.0,,100900.0,,,,4.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,17.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,2040.0,,,,,,,,,,1560.0,5280.0,300.04998779296875,,,,296.04998779296875,,288.95001220703125,68300.0,0.0,30.0,2.0,3.0,3.0,,,10800.0,2.0,3.0,3.0,3.0,7.0,8.0,17.0,20.0,0.0,0.0,0.0,11.0,17.0,11.0,0.0,6.0,1.0,1.0,11.0,17.0,13.0,12.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,2.0
