timestamp,DD,DRR1,E_DD,E_FF,E_PPP,E_TTT,E_Td,FF,FX1,FX3,FX625,FX640,FX655,FXh,FXh25,FXh40,FXh55,N,N05,Neff,Nh,Nl,Nlm,Nm,PEvap,PPPP,PSd00,PSd30,PSd60,R101,R102,R103,R105,R107,R110,R120,R130,R150,R600,R602,R610,R650,RR1c,RR1o1,RR1u1,RR1w1,RR3c,RR6c,RRL1c,RRS1c,RRS3c,RRad1,RRdc,RRhc,RSunD,Rad1h,Rd00,Rd02,Rd10,Rd50,Rh00,Rh02,Rh10,Rh50,SunD,SunD1,SunD3,T5cm,TG,TM,TN,TTT,TX,Td,VV,VV10,W1W2,WPc11,WPc31,WPc61,WPcd1,WPch1,lead_time_sec,ww,ww3,wwC,wwC6,wwCh,wwD,wwD6,wwDh,wwF,wwF6,wwFh,wwL,wwL6,wwLh,wwM,wwM6,wwMd,wwMh,wwP,wwP6,wwPd,wwPh,wwS,wwS6,wwSh,wwT,wwT6,wwTd,wwTh,wwZ,wwZ6,wwZh
2021-04-20 00:00:00,37.0,120.0,42.0,1.0299999713897705,50.0,0.699999988079071,0.5,2.059999942779541,2.569999933242798,4.630000114440918,2.0,0.0,0.0,,,,,65.0,10.0,64.0,11.0,54.0,60.0,13.0,,101920.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,274.45001220703125,,,,276.25,,276.1499938964844,11900.0,12.0,20.0,2.0,2.0,2.0,,,10800.0,2.0,2.0,0.0,34.0,85.0,6.0,21.0,40.0,0.0,0.0,0.0,6.0,46.0,88.0,6.0,2.0,19.0,2.0,7.0,47.0,99.0,92.0,0.0,1.0,2.0,0.0,3.0,17.0,13.0,1.0,2.0,3.0
2021-04-20 01:00:00,38.0,120.0,45.0,1.0299999713897705,50.0,0.699999988079071,0.699999988079071,2.059999942779541,3.0899999141693115,4.119999885559082,,,,,,,,64.0,17.0,63.0,9.0,50.0,60.0,20.0,,101890.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,273.95001220703125,,,,275.95001220703125,,275.95001220703125,6600.0,15.0,,2.0,,,,,14400.0,2.0,,0.0,,,6.0,,,0.0,,,6.0,,,17.0,,,,6.0,,,,0.0,,,0.0,,,,1.0,,
2021-04-20 02:00:00,25.0,60.0,52.0,1.0299999713897705,50.0,0.800000011920929,0.699999988079071,2.059999942779541,3.0899999141693115,3.5999999046325684,,,,,,,,63.0,21.0,62.0,14.0,51.0,57.0,12.0,,101870.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,273.75,,,,275.6499938964844,,275.6499938964844,4800.0,19.0,,2.0,,,,,18000.0,2.0,,0.0,,,6.0,,,0.0,,,6.0,,,23.0,,,,6.0,,,,0.0,,,0.0,,,,1.0,,
2021-04-20 03:00:00,46.0,60.0,52.0,0.5099999904632568,50.0,0.699999988079071,0.699999988079071,2.059999942779541,3.0899999141693115,3.5999999046325684,,,,,,,,62.0,28.0,60.0,14.0,49.0,56.0,14.0,,101840.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,0.0,0.0,273.3500061035156,,,,275.3500061035156,,275.3500061035156,3000.0,21.0,,45.0,45.0,45.0,,,21600.0,2.0,45.0,0.0,3.0,,4.0,15.0,,0.0,0.0,,4.0,15.0,,28.0,38.0,,,4.0,15.0,,,0.0,0.0,,0.0,0.0,,,1.0,2.0,
2021-04-20 04:00:00,33.0,0.0,61.0,1.0299999713897705,40.0,0.5,0.5,1.5399999618530273,2.569999933242798,3.5999999046325684,,,,,,,,59.0,27.0,56.0,10.0,44.0,54.0,18.0,,101860.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,300.0,272.95001220703125,,,,275.3500061035156,,275.3500061035156,2600.0,24.0,,1.0,,,,,3600.0,1.0,,1.0,,,3.0,,,0.0,,,3.0,,,30.0,,,,4.0,,,,0.0,,,0.0,,,,1.0,,
2021-04-20 05:00:00,57.0,60.0,53.0,1.0299999713897705,40.0,0.699999988079071,0.5,1.5399999618530273,2.569999933242798,3.5999999046325684,,,,,,,,59.0,30.0,55.0,17.0,41.0,51.0,17.0,,101860.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,14.0,,,,30.0,,,,,,,,,,360.0,660.0,273.95001220703125,,,,275.45001220703125,,275.45001220703125,2200.0,26.0,,45.0,,,,,7200.0,1.0,,0.0,,,4.0,,,0.0,,,4.0,,,32.0,,,,5.0,,,,0.0,,,0.0,,,,1.0,,
2021-04-20 06:00:00,60.0,60.0,52.0,0.5099999904632568,50.0,0.800000011920929,0.5,1.5399999618530273,3.0899999141693115,4.119999885559082,1.0,0.0,0.0,4.119999885559082,2.0,0.0,0.0,59.0,30.0,54.0,20.0,39.0,49.0,15.0,,101850.0,86.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.299999952316284,0.8999999761581421,19.0,250.0,100.0,100.0,100.0,26.0,3.0,2.0,1.0,0.0,9720.0,1080.0,960.0,276.8500061035156,273.1499938964844,279.04998779296875,274.6499938964844,276.3500061035156,280.45001220703125,276.1499938964844,2100.0,28.0,40.0,1.0,45.0,45.0,,,10800.0,1.0,45.0,1.0,1.0,34.0,3.0,8.0,27.0,0.0,0.0,0.0,4.0,7.0,49.0,32.0,44.0,,49.0,5.0,8.0,,60.0,0.0,1.0,2.0,0.0,0.0,,2.0,1.0,2.0,4.0
2021-04-20 07:00:00,69.0,120.0,49.0,0.5099999904632568,50.0,0.6000000238418579,0.6000000238418579,1.5399999618530273,3.5999999046325684,4.119999885559082,,,,,,,,60.0,25.0,53.0,26.0,38.0,46.0,12.0,,101830.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,40.0,,,,680.0,83.0,71.0,71.0,15.0,,,,,,1680.0,2820.0,279.95001220703125,,,,278.3500061035156,,276.8500061035156,3400.0,23.0,,1.0,,,,,14400.0,1.0,,1.0,,,3.0,,,0.0,,,4.0,,,32.0,,,,4.0,,,,0.0,,,0.0,,,,1.0,,
2021-04-20 08:00:00,86.0,0.0,46.0,0.5099999904632568,60.0,0.800000011920929,0.699999988079071,1.5399999618530273,3.5999999046325684,4.119999885559082,,,,,,,,62.0,17.0,54.0,30.0,40.0,45.0,8.0,,101800.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,46.0,,,,1130.0,,,,,,,,,,2220.0,4680.0,283.54998779296875,,,,280.75,,277.3500061035156,6300.0,14.0,,1.0,,,,,18000.0,1.0,,1.0,,,3.0,,,0.0,,,4.0,,,26.0,,,,4.0,,,,0.0,,,0.0,,,,1.0,,
2021-04-20 09:00:00,91.0,60.0,41.0,0.5099999904632568,60.0,1.0,0.6000000238418579,1.5399999618530273,4.119999885559082,4.119999885559082,,,,,,,,63.0,9.0,57.0,30.0,43.0,47.0,8.0,,101770.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,49.0,,,,1540.0,,,,,,,,,,2280.0,6540.0,286.45001220703125,,,,282.75,,277.8500061035156,11000.0,9.0,,1.0,1.0,45.0,,,21600.0,1.0,1.0,4.0,4.0,,2.0,10.0,,0.0,0.0,,5.0,9.0,,21.0,44.0,,,5.0,10.0,,,0.0,1.0,,0.0,0.0,,,1.0,2.0,
